Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
94,5,6/6/2014,8087,727,1,1,0,0
95,5,6/6/2014,8589,963,1,1,0,0
96,5,6/6/2014,5541,577,1,1,0,0
97,5,6/6/2014,8336,806,1,1,0,0
98,5,6/6/2014,6292,549,1,1,0,0
99,5,6/6/2014,6279,515,1,1,0,0
100,5,6/6/2014,9217,773,1,1,0,0
1,4,6/5/2014,5278,585,1,1,0,0
2,4,6/5/2014,5957,657,1,1,0,0
3,4,6/5/2014,8018,817,1,1,0,0
4,4,6/5/2014,10774,1331,1,1,0,0
5,4,6/5/2014,5247,608,1,1,0,0
6,4,6/5/2014,5409,646,1,1,0,0
7,4,6/5/2014,9786,957,1,1,0,0
8,4,6/5/2014,6476,758,1,1,0,0
9,4,6/5/2014,7192,579,1,1,0,0
10,4,6/5/2014,6711,662,1,1,0,0
11,4,6/5/2014,8078,1064,1,1,0,0
12,4,6/5/2014,7994,880,1,1,0,0
13,4,6/5/2014,5582,439,1,1,0,0
14,4,6/5/2014,6151,658,1,1,0,0
15,4,6/5/2014,7580,705,1,1,0,0
16,4,6/5/2014,9389,995,1,1,0,0
17,4,6/5/2014,6982,933,1,1,0,0
18,4,6/5/2014,7664,796,1,1,0,0
19,4,6/5/2014,8106,726,1,1,0,0
20,4,6/5/2014,10021,1113,1,1,0,0
21,4,6/5/2014,6133,565,1,1,0,0
22,4,6/5/2014,5419,598,1,1,0,0
23,4,6/5/2014,6271,530,1,1,0,0
24,4,6/5/2014,9977,811,1,1,0,0
25,4,6/5/2014,12066,1708,1,1,0,0
26,4,6/5/2014,8312,670,1,1,0,0
27,4,6/5/2014,10638,1155,1,1,0,0
28,4,6/5/2014,6416,703,1,1,0,1
29,4,6/5/2014,7916,703,1,1,0,0
30,4,6/5/2014,6727,887,1,1,0,0
31,4,6/5/2014,6333,635,1,1,0,0
32,4,6/5/2014,4879,587,1,1,0,0
33,4,6/5/2014,8597,856,1,1,0,0
34,4,6/5/2014,8083,953,1,1,0,0
35,4,6/5/2014,11506,792,1,1,0,0
36,4,6/5/2014,10003,1150,1,1,0,0
37,4,6/5/2014,8851,871,1,1,0,1
38,4,6/5/2014,5715,492,1,1,0,0
39,4,6/5/2014,5167,635,1,1,0,0
40,4,6/5/2014,5674,726,1,1,0,0
41,4,6/5/2014,5896,443,1,1,0,0
42,4,6/5/2014,10967,1089,1,1,0,0
43,4,6/5/2014,8151,722,1,1,0,0
44,4,6/5/2014,5555,656,1,1,0,0
45,4,6/5/2014,5957,470,1,1,0,0
46,4,6/5/2014,6134,709,1,1,0,0
47,4,6/5/2014,7377,914,1,1,0,0
48,4,6/5/2014,3114,374,1,1,0,0
49,4,6/5/2014,7391,526,1,1,0,0
50,4,6/5/2014,4812,373,1,1,0,0
51,4,6/5/2014,7308,514,1,1,0,0
52,4,6/5/2014,8905,543,1,1,0,0
53,4,6/5/2014,5914,606,1,1,0,0
54,4,6/5/2014,7984,733,1,1,0,1
55,4,6/5/2014,6546,738,1,1,0,0
56,4,6/5/2014,9267,622,1,1,0,0
57,4,6/5/2014,14137,1270,1,1,0,0
58,4,6/5/2014,7538,580,1,1,0,0
59,4,6/5/2014,5946,587,1,1,0,0
60,4,6/5/2014,9195,825,1,1,0,0
61,4,6/5/2014,5955,616,1,1,0,0
62,4,6/5/2014,7443,786,1,1,0,0
63,4,6/5/2014,8286,712,1,1,0,0
64,4,6/5/2014,13636,930,1,1,0,0
65,4,6/5/2014,5550,497,1,1,0,1
66,4,6/5/2014,7601,571,1,1,0,0
67,4,6/5/2014,9080,914,1,1,0,0
68,4,6/5/2014,8271,1129,1,1,0,0
69,4,6/5/2014,10360,1204,1,1,0,0
70,4,6/5/2014,7318,732,1,1,0,0
71,4,6/5/2014,12150,880,1,1,0,0
72,4,6/5/2014,5296,547,1,1,0,0
73,4,6/5/2014,4989,560,1,1,0,0
74,4,6/5/2014,6245,813,1,1,0,0
75,4,6/5/2014,7093,718,1,1,0,0
76,4,6/5/2014,10037,1005,1,1,0,0
77,4,6/5/2014,8305,701,1,1,0,0
78,4,6/5/2014,4007,521,1,1,0,1
79,4,6/5/2014,6183,630,1,1,0,0
80,4,6/5/2014,7951,598,1,1,0,0
81,4,6/5/2014,8666,637,1,1,0,0
82,4,6/5/2014,12012,1025,1,1,0,0
83,4,6/5/2014,4175,383,1,1,0,0
84,4,6/5/2014,13161,1335,1,1,0,0
85,4,6/5/2014,7078,995,1,1,0,0
86,4,6/5/2014,5107,602,1,1,0,0
87,4,6/5/2014,7303,861,1,1,0,0
88,4,6/5/2014,7289,673,1,1,0,1
89,4,6/5/2014,7135,716,1,1,0,0
90,4,6/5/2014,9038,1028,1,1,0,0
91,4,6/5/2014,8121,812,1,1,0,0
92,4,6/5/2014,7637,649,1,1,0,0
93,4,6/5/2014,6986,665,1,1,0,0
94,4,6/5/2014,8806,772,1,1,0,0
95,4,6/5/2014,9661,1015,1,1,0,0
96,4,6/5/2014,6286,641,1,1,0,0
97,4,6/5/2014,8295,868,1,1,0,0
98,4,6/5/2014,6430,530,1,1,0,0
99,4,6/5/2014,6251,510,1,1,0,0
100,4,6/5/2014,9652,738,1,1,0,0
1,3,6/4/2014,5229,570,1,1,0,0
2,3,6/4/2014,7006,877,1,1,0,0
3,3,6/4/2014,7768,812,1,1,0,0
4,3,6/4/2014,10584,1345,1,1,0,0
5,3,6/4/2014,6056,733,1,1,0,0
6,3,6/4/2014,5885,657,1,1,0,0
7,3,6/4/2014,8848,966,1,1,0,0
8,3,6/4/2014,7052,752,1,1,0,0
9,3,6/4/2014,7814,632,1,1,0,0
10,3,6/4/2014,6406,614,1,1,0,0
11,3,6/4/2014,9281,1284,1,1,0,0
12,3,6/4/2014,9235,1046,1,1,0,0
13,3,6/4/2014,5621,387,1,1,0,0
14,3,6/4/2014,6998,719,1,1,0,0
15,3,6/4/2014,7080,666,1,1,0,0
16,3,6/4/2014,9560,973,1,1,0,0
17,3,6/4/2014,7497,915,1,1,0,0
18,3,6/4/2014,7178,775,1,1,0,0
19,3,6/4/2014,7385,682,1,1,0,0
20,3,6/4/2014,8896,948,1,1,0,0
21,3,6/4/2014,5779,531,1,1,0,0
22,3,6/4/2014,5508,555,1,1,0,0
23,3,6/4/2014,6407,506,1,1,0,0
24,3,6/4/2014,9984,869,1,1,0,0
25,3,6/4/2014,11801,1621,1,1,0,0
26,3,6/4/2014,8372,654,1,1,0,0
27,3,6/4/2014,11825,1145,1,1,0,0
28,3,6/4/2014,6176,639,1,1,0,1
29,3,6/4/2014,8753,728,1,1,0,0
30,3,6/4/2014,5923,760,1,1,0,0
31,3,6/4/2014,6123,569,1,1,0,0
32,3,6/4/2014,5757,555,1,1,0,0
33,3,6/4/2014,9290,888,1,1,0,0
34,3,6/4/2014,9680,1096,1,1,0,0
35,3,6/4/2014,12144,851,1,1,0,0
36,3,6/4/2014,9295,1091,1,1,0,0
37,3,6/4/2014,7509,748,1,1,0,1
38,3,6/4/2014,7204,566,1,1,0,0
39,3,6/4/2014,6134,767,1,1,0,0
40,3,6/4/2014,5281,678,1,1,0,0
41,3,6/4/2014,6543,412,1,1,0,0
42,3,6/4/2014,11961,1264,1,1,0,0
43,3,6/4/2014,8182,694,1,1,0,0
44,3,6/4/2014,6819,766,1,1,0,0
45,3,6/4/2014,5736,404,1,1,0,0
46,3,6/4/2014,6538,697,1,1,0,0
47,3,6/4/2014,8784,1119,1,1,0,0
48,3,6/4/2014,3496,391,1,1,0,0
49,3,6/4/2014,9340,589,1,1,0,0
50,3,6/4/2014,4966,386,1,1,0,0
51,3,6/4/2014,7829,528,1,1,0,0
52,3,6/4/2014,7269,461,1,1,0,0
53,3,6/4/2014,5850,587,1,1,0,0
54,3,6/4/2014,7567,681,1,1,0,1
55,3,6/4/2014,6412,732,1,1,0,0
56,3,6/4/2014,8269,524,1,1,0,0
57,3,6/4/2014,12712,1117,1,1,0,0
58,3,6/4/2014,7467,542,1,1,0,0
59,3,6/4/2014,7017,695,1,1,0,0
60,3,6/4/2014,9320,887,1,1,0,0
61,3,6/4/2014,5538,630,1,1,0,0
62,3,6/4/2014,7198,776,1,1,0,0
63,3,6/4/2014,6965,605,1,1,0,0
64,3,6/4/2014,12363,837,1,1,0,0
65,3,6/4/2014,5673,485,1,1,0,1
66,3,6/4/2014,6649,540,1,1,0,0
67,3,6/4/2014,9407,887,1,1,0,0
68,3,6/4/2014,7965,1294,1,1,0,0
69,3,6/4/2014,10269,1216,1,1,0,0
70,3,6/4/2014,8200,716,1,1,0,0
71,3,6/4/2014,11157,827,1,1,0,0
72,3,6/4/2014,5561,570,1,1,0,0
73,3,6/4/2014,5125,538,1,1,0,0
74,3,6/4/2014,7251,924,1,1,0,0
75,3,6/4/2014,5826,630,1,1,0,0
76,3,6/4/2014,10040,978,1,1,0,0
77,3,6/4/2014,8373,697,1,1,0,0
78,3,6/4/2014,4080,516,1,1,0,1
79,3,6/4/2014,6391,602,1,1,0,0
80,3,6/4/2014,7603,530,1,1,0,0
81,3,6/4/2014,8196,573,1,1,0,0
82,3,6/4/2014,11440,954,1,1,0,0
83,3,6/4/2014,4421,369,1,1,0,0
84,3,6/4/2014,14565,1544,1,1,0,0
85,3,6/4/2014,7175,960,1,1,0,0
86,3,6/4/2014,5209,630,1,1,0,0
87,3,6/4/2014,7984,941,1,1,0,0
88,3,6/4/2014,7470,736,1,1,0,1
89,3,6/4/2014,7313,673,1,1,0,0
90,3,6/4/2014,10422,1206,1,1,0,0
91,3,6/4/2014,7895,753,1,1,0,0
92,3,6/4/2014,7259,613,1,1,0,0
93,3,6/4/2014,6622,653,1,1,0,0
94,3,6/4/2014,8541,687,1,1,0,0
95,3,6/4/2014,9010,955,1,1,0,0
96,3,6/4/2014,6171,679,1,1,0,0
97,3,6/4/2014,7371,688,1,1,0,0
98,3,6/4/2014,5504,464,1,1,0,0
99,3,6/4/2014,6219,519,1,1,0,0
100,3,6/4/2014,9461,710,1,1,0,0
1,2,6/3/2014,5614,593,1,1,0,0
2,2,6/3/2014,5619,641,1,1,0,0
3,2,6/3/2014,9614,919,1,1,0,0
4,2,6/3/2014,11083,1418,1,1,0,0
5,2,6/3/2014,5732,645,1,1,0,0
6,2,6/3/2014,6792,710,1,1,0,0
7,2,6/3/2014,11509,1222,1,1,0,0
8,2,6/3/2014,7251,764,1,1,0,0
9,2,6/3/2014,8225,678,1,1,0,0
10,2,6/3/2014,6491,629,1,1,0,0
11,2,6/3/2014,9521,1291,1,1,0,0
12,2,6/3/2014,9576,1027,1,1,0,0
13,2,6/3/2014,7053,486,1,1,0,0
14,2,6/3/2014,7806,766,1,1,0,0
15,2,6/3/2014,7805,720,1,1,0,0
16,2,6/3/2014,9438,1027,1,1,0,0
17,2,6/3/2014,9096,1081,1,1,0,0
18,2,6/3/2014,7537,802,1,1,0,0
19,2,6/3/2014,9048,831,1,1,0,0
20,2,6/3/2014,9777,1061,1,1,0,0
21,2,6/3/2014,7180,598,1,1,0,0
22,2,6/3/2014,5507,519,1,1,0,0
23,2,6/3/2014,6360,535,1,1,0,0
24,2,6/3/2014,10534,878,1,1,0,0
25,2,6/3/2014,14094,1843,1,1,0,0
26,2,6/3/2014,8275,641,1,1,0,0
27,2,6/3/2014,13131,1337,1,1,0,0
28,2,6/3/2014,7342,759,1,1,0,1
29,2,6/3/2014,9964,773,1,1,0,0
30,2,6/3/2014,7601,990,1,1,0,0
31,2,6/3/2014,7002,597,1,1,0,0
32,2,6/3/2014,6050,606,1,1,0,0
33,2,6/3/2014,10045,902,1,1,0,0
34,2,6/3/2014,9452,1063,1,1,0,0
35,2,6/3/2014,12508,881,1,1,0,0
36,2,6/3/2014,10609,1232,1,1,0,0
37,2,6/3/2014,7891,742,1,1,0,1
38,2,6/3/2014,8435,616,1,1,0,0
39,2,6/3/2014,6947,824,1,1,0,0
40,2,6/3/2014,6127,763,1,1,0,0
41,2,6/3/2014,6567,446,1,1,0,0
42,2,6/3/2014,12872,1306,1,1,0,0
43,2,6/3/2014,9474,767,1,1,0,0
44,2,6/3/2014,7288,804,1,1,0,0
45,2,6/3/2014,5339,387,1,1,0,0
46,2,6/3/2014,7193,737,1,1,0,0
47,2,6/3/2014,8991,1118,1,1,0,0
48,2,6/3/2014,4132,428,1,1,0,0
49,2,6/3/2014,9462,596,1,1,0,0
50,2,6/3/2014,5320,378,1,1,0,0
51,2,6/3/2014,7543,493,1,1,0,0
52,2,6/3/2014,7985,485,1,1,0,0
53,2,6/3/2014,5917,619,1,1,0,0
54,2,6/3/2014,8048,689,1,1,0,1
55,2,6/3/2014,6916,736,1,1,0,0
56,2,6/3/2014,9505,592,1,1,0,0
57,2,6/3/2014,15389,1321,1,1,0,0
58,2,6/3/2014,8616,632,1,1,0,0
59,2,6/3/2014,7265,691,1,1,0,0
60,2,6/3/2014,11400,918,1,1,0,0
61,2,6/3/2014,5762,615,1,1,0,0
62,2,6/3/2014,8363,885,1,1,0,0
63,2,6/3/2014,7631,636,1,1,0,0
64,2,6/3/2014,11845,823,1,1,0,0
65,2,6/3/2014,6455,571,1,1,0,1
66,2,6/3/2014,6136,520,1,1,0,0
67,2,6/3/2014,10198,1000,1,1,0,0
68,2,6/3/2014,7652,1176,1,1,0,0
69,2,6/3/2014,10902,1263,1,1,0,0
70,2,6/3/2014,8201,748,1,1,0,0
71,2,6/3/2014,11982,882,1,1,0,0
72,2,6/3/2014,6648,642,1,1,0,0
73,2,6/3/2014,5850,612,1,1,0,0
74,2,6/3/2014,7935,1025,1,1,0,0
75,2,6/3/2014,5699,622,1,1,0,0
76,2,6/3/2014,10080,999,1,1,0,0
77,2,6/3/2014,8243,689,1,1,0,0
78,2,6/3/2014,4152,533,1,1,0,1
79,2,6/3/2014,7455,657,1,1,0,0
80,2,6/3/2014,8637,615,1,1,0,0
81,2,6/3/2014,7842,582,1,1,0,0
82,2,6/3/2014,12023,1022,1,1,0,0
83,2,6/3/2014,4750,378,1,1,0,0
84,2,6/3/2014,16517,1670,1,1,0,0
85,2,6/3/2014,7519,980,1,1,0,0
86,2,6/3/2014,6004,694,1,1,0,0
87,2,6/3/2014,8073,947,1,1,0,0
88,2,6/3/2014,8265,759,1,1,0,1
89,2,6/3/2014,7343,711,1,1,0,0
90,2,6/3/2014,11494,1299,1,1,0,0
91,2,6/3/2014,9031,884,1,1,0,0
92,2,6/3/2014,7570,611,1,1,0,0
93,2,6/3/2014,7372,693,1,1,0,0
94,2,6/3/2014,9260,743,1,1,0,0
95,2,6/3/2014,10652,1124,1,1,0,0
96,2,6/3/2014,7279,729,1,1,0,0
97,2,6/3/2014,8862,796,1,1,0,0
98,2,6/3/2014,6504,523,1,1,0,0
99,2,6/3/2014,7037,547,1,1,0,0
100,2,6/3/2014,8140,669,1,1,0,0
1,1,6/2/2014,6071,609,1,1,0,0
2,1,6/2/2014,7320,775,1,1,0,0
3,1,6/2/2014,10912,1011,1,1,0,0
4,1,6/2/2014,13087,1622,1,1,0,0
5,1,6/2/2014,7860,788,1,1,0,0
6,1,6/2/2014,8111,857,1,1,0,0
7,1,6/2/2014,13694,1272,1,1,0,0
8,1,6/2/2014,8799,935,1,1,0,0
9,1,6/2/2014,10768,853,1,1,0,0
10,1,6/2/2014,9211,812,1,1,0,0
11,1,6/2/2014,10142,1394,1,1,0,0
12,1,6/2/2014,12240,1193,1,1,0,0
13,1,6/2/2014,7982,524,1,1,0,0
14,1,6/2/2014,8274,856,1,1,0,0
15,1,6/2/2014,8456,786,1,1,0,0
16,1,6/2/2014,11015,1068,1,1,0,0
17,1,6/2/2014,10499,1191,1,1,0,0
18,1,6/2/2014,9935,952,1,1,0,0
19,1,6/2/2014,10696,892,1,1,0,0
20,1,6/2/2014,11591,1192,1,1,0,0
21,1,6/2/2014,8949,684,1,1,0,0
22,1,6/2/2014,6509,627,1,1,0,0
23,1,6/2/2014,8870,653,1,1,0,0
24,1,6/2/2014,14498,1128,1,1,0,0
25,1,6/2/2014,16344,1996,1,1,0,0
26,1,6/2/2014,10433,791,1,1,0,0
27,1,6/2/2014,16037,1488,1,1,0,0
28,1,6/2/2014,9874,914,1,1,0,1
29,1,6/2/2014,12247,968,1,1,0,0
30,1,6/2/2014,8058,966,1,1,0,0
31,1,6/2/2014,7507,676,1,1,0,0
32,1,6/2/2014,6747,674,1,1,0,0
33,1,6/2/2014,12287,1071,1,1,0,0
34,1,6/2/2014,12617,1427,1,1,0,0
35,1,6/2/2014,15689,1038,1,1,0,0
36,1,6/2/2014,12312,1323,1,1,0,0
37,1,6/2/2014,10941,946,1,1,0,1
38,1,6/2/2014,8970,732,1,1,0,0
39,1,6/2/2014,9064,985,1,1,0,0
40,1,6/2/2014,6506,765,1,1,0,0
41,1,6/2/2014,7576,520,1,1,0,0
42,1,6/2/2014,14315,1386,1,1,0,0
43,1,6/2/2014,11606,906,1,1,0,0
44,1,6/2/2014,9518,968,1,1,0,0
45,1,6/2/2014,7210,476,1,1,0,0
46,1,6/2/2014,9397,917,1,1,0,0
47,1,6/2/2014,11123,1273,1,1,0,0
48,1,6/2/2014,4933,493,1,1,0,0
49,1,6/2/2014,10996,673,1,1,0,0
50,1,6/2/2014,5976,460,1,1,0,0
51,1,6/2/2014,9495,596,1,1,0,0
52,1,6/2/2014,8821,550,1,1,0,0
53,1,6/2/2014,7081,689,1,1,0,0
54,1,6/2/2014,10809,898,1,1,0,1
55,1,6/2/2014,8291,829,1,1,0,0
56,1,6/2/2014,9958,626,1,1,0,0
57,1,6/2/2014,19571,1625,1,1,0,0
58,1,6/2/2014,11518,721,1,1,0,0
59,1,6/2/2014,9293,859,1,1,0,0
60,1,6/2/2014,12321,995,1,1,0,0
61,1,6/2/2014,6618,683,1,1,0,0
62,1,6/2/2014,10710,1065,1,1,0,0
63,1,6/2/2014,9876,762,1,1,0,0
64,1,6/2/2014,13497,923,1,1,0,0
65,1,6/2/2014,8392,643,1,1,0,1
66,1,6/2/2014,8702,630,1,1,0,0
67,1,6/2/2014,12550,1135,1,1,0,0
68,1,6/2/2014,8626,1309,1,1,0,0
69,1,6/2/2014,12034,1375,1,1,0,0
70,1,6/2/2014,9907,854,1,1,0,0
71,1,6/2/2014,14383,1050,1,1,0,0
72,1,6/2/2014,8084,769,1,1,0,0
73,1,6/2/2014,7057,727,1,1,0,0
74,1,6/2/2014,10622,1220,1,1,0,0
75,1,6/2/2014,7044,735,1,1,0,0
76,1,6/2/2014,14457,1279,1,1,0,0
77,1,6/2/2014,10554,836,1,1,0,0
78,1,6/2/2014,5896,699,1,1,0,1
79,1,6/2/2014,8957,793,1,1,0,0
80,1,6/2/2014,10454,758,1,1,0,0
81,1,6/2/2014,9689,667,1,1,0,0
82,1,6/2/2014,13733,1108,1,1,0,0
83,1,6/2/2014,5705,461,1,1,0,0
84,1,6/2/2014,20260,1842,1,1,0,0
85,1,6/2/2014,9424,1134,1,1,0,0
86,1,6/2/2014,7478,817,1,1,0,0
87,1,6/2/2014,10579,1159,1,1,0,0
88,1,6/2/2014,10276,915,1,1,0,1
89,1,6/2/2014,8844,797,1,1,0,0
90,1,6/2/2014,13805,1541,1,1,0,0
91,1,6/2/2014,10366,969,1,1,0,0
92,1,6/2/2014,10322,796,1,1,0,0
93,1,6/2/2014,8694,724,1,1,0,0
94,1,6/2/2014,11823,920,1,1,0,0
95,1,6/2/2014,13013,1310,1,1,0,0
96,1,6/2/2014,9261,866,1,1,0,0
97,1,6/2/2014,11076,1001,1,1,0,0
98,1,6/2/2014,7840,566,1,1,0,0
99,1,6/2/2014,7675,613,1,1,0,0
100,1,6/2/2014,12266,864,1,1,0,0
1,7,6/1/2014,0,0,0,0,0,0
2,7,6/1/2014,0,0,0,0,0,0
3,7,6/1/2014,0,0,0,0,0,0
4,7,6/1/2014,0,0,0,0,0,0
5,7,6/1/2014,0,0,0,0,0,0
6,7,6/1/2014,0,0,0,0,0,0
7,7,6/1/2014,0,0,0,0,0,0
8,7,6/1/2014,0,0,0,0,0,0
9,7,6/1/2014,0,0,0,0,0,0
10,7,6/1/2014,0,0,0,0,0,0
11,7,6/1/2014,0,0,0,0,0,0
12,7,6/1/2014,0,0,0,0,0,0
13,7,6/1/2014,0,0,0,0,0,0
14,7,6/1/2014,0,0,0,0,0,0
15,7,6/1/2014,0,0,0,0,0,0
16,7,6/1/2014,0,0,0,0,0,0
17,7,6/1/2014,0,0,0,0,0,0
18,7,6/1/2014,0,0,0,0,0,0
19,7,6/1/2014,0,0,0,0,0,0
20,7,6/1/2014,0,0,0,0,0,0
21,7,6/1/2014,0,0,0,0,0,0
22,7,6/1/2014,0,0,0,0,0,0
23,7,6/1/2014,0,0,0,0,0,0
24,7,6/1/2014,0,0,0,0,0,0
25,7,6/1/2014,0,0,0,0,0,0
26,7,6/1/2014,0,0,0,0,0,0
27,7,6/1/2014,0,0,0,0,0,0
28,7,6/1/2014,0,0,0,0,0,0
29,7,6/1/2014,0,0,0,0,0,0
30,7,6/1/2014,0,0,0,0,0,0
31,7,6/1/2014,0,0,0,0,0,0
32,7,6/1/2014,0,0,0,0,0,0
33,7,6/1/2014,0,0,0,0,0,0
34,7,6/1/2014,0,0,0,0,0,0
35,7,6/1/2014,0,0,0,0,0,0
36,7,6/1/2014,0,0,0,0,0,0
37,7,6/1/2014,0,0,0,0,0,0
38,7,6/1/2014,0,0,0,0,0,0
39,7,6/1/2014,0,0,0,0,0,0
40,7,6/1/2014,0,0,0,0,0,0
41,7,6/1/2014,0,0,0,0,0,0
42,7,6/1/2014,0,0,0,0,0,0
43,7,6/1/2014,0,0,0,0,0,0
44,7,6/1/2014,0,0,0,0,0,0
45,7,6/1/2014,0,0,0,0,0,0
46,7,6/1/2014,0,0,0,0,0,0
47,7,6/1/2014,0,0,0,0,0,0
48,7,6/1/2014,0,0,0,0,0,0
49,7,6/1/2014,0,0,0,0,0,0
50,7,6/1/2014,0,0,0,0,0,0
51,7,6/1/2014,0,0,0,0,0,0
52,7,6/1/2014,0,0,0,0,0,0
53,7,6/1/2014,0,0,0,0,0,0
54,7,6/1/2014,0,0,0,0,0,0
55,7,6/1/2014,0,0,0,0,0,0
56,7,6/1/2014,0,0,0,0,0,0
57,7,6/1/2014,0,0,0,0,0,0
58,7,6/1/2014,0,0,0,0,0,0
59,7,6/1/2014,0,0,0,0,0,0
60,7,6/1/2014,0,0,0,0,0,0
61,7,6/1/2014,0,0,0,0,0,0
62,7,6/1/2014,0,0,0,0,0,0
63,7,6/1/2014,0,0,0,0,0,0
64,7,6/1/2014,0,0,0,0,0,0
65,7,6/1/2014,0,0,0,0,0,0
66,7,6/1/2014,0,0,0,0,0,0
67,7,6/1/2014,0,0,0,0,0,0
68,7,6/1/2014,0,0,0,0,0,0
69,7,6/1/2014,0,0,0,0,0,0
70,7,6/1/2014,0,0,0,0,0,0
71,7,6/1/2014,0,0,0,0,0,0
72,7,6/1/2014,0,0,0,0,0,0
73,7,6/1/2014,0,0,0,0,0,0
74,7,6/1/2014,0,0,0,0,0,0
75,7,6/1/2014,0,0,0,0,0,0
76,7,6/1/2014,0,0,0,0,0,0
77,7,6/1/2014,0,0,0,0,0,0
78,7,6/1/2014,0,0,0,0,0,0
79,7,6/1/2014,0,0,0,0,0,0
80,7,6/1/2014,0,0,0,0,0,0
81,7,6/1/2014,0,0,0,0,0,0
82,7,6/1/2014,0,0,0,0,0,0
83,7,6/1/2014,0,0,0,0,0,0
84,7,6/1/2014,0,0,0,0,0,0
85,7,6/1/2014,11528,1628,1,0,0,0
86,7,6/1/2014,0,0,0,0,0,0
87,7,6/1/2014,0,0,0,0,0,0
88,7,6/1/2014,0,0,0,0,0,0
89,7,6/1/2014,0,0,0,0,0,0
90,7,6/1/2014,0,0,0,0,0,0
91,7,6/1/2014,0,0,0,0,0,0
92,7,6/1/2014,0,0,0,0,0,0
93,7,6/1/2014,0,0,0,0,0,0
94,7,6/1/2014,0,0,0,0,0,0
95,7,6/1/2014,0,0,0,0,0,0
96,7,6/1/2014,0,0,0,0,0,0
97,7,6/1/2014,0,0,0,0,0,0
98,7,6/1/2014,0,0,0,0,0,0
99,7,6/1/2014,0,0,0,0,0,0
100,7,6/1/2014,0,0,0,0,0,0
1,6,5/31/2014,4985,560,1,0,0,0
2,6,5/31/2014,2953,485,1,0,0,0
3,6,5/31/2014,4725,514,1,0,0,0
4,6,5/31/2014,11018,1542,1,0,0,0
5,6,5/31/2014,2026,235,1,0,0,0
6,6,5/31/2014,3438,403,1,0,0,0
7,6,5/31/2014,7692,848,1,0,0,0
8,6,5/31/2014,2990,374,1,0,0,0
9,6,5/31/2014,6444,570,1,0,0,0
10,6,5/31/2014,5322,538,1,0,0,0
11,6,5/31/2014,6383,833,1,0,0,0
12,6,5/31/2014,5905,789,1,0,0,0
13,6,5/31/2014,4695,362,1,0,0,0
14,6,5/31/2014,3390,410,1,0,0,0
15,6,5/31/2014,6328,668,1,0,0,0
16,6,5/31/2014,6143,589,1,0,0,0
17,6,5/31/2014,2897,394,1,0,0,0
18,6,5/31/2014,5238,576,1,0,0,0
19,6,5/31/2014,5450,496,1,0,0,0
20,6,5/31/2014,5704,545,1,0,0,0
21,6,5/31/2014,5053,534,1,0,0,0
22,6,5/31/2014,4022,404,1,0,0,0
23,6,5/31/2014,4040,388,1,0,0,0
24,6,5/31/2014,7585,708,1,0,0,0
25,6,5/31/2014,11137,1487,1,0,0,0
26,6,5/31/2014,6176,542,1,0,0,0
27,6,5/31/2014,8390,979,1,0,0,0
28,6,5/31/2014,3500,377,1,0,0,0
29,6,5/31/2014,7071,659,1,0,0,0
30,6,5/31/2014,5268,747,1,0,0,0
31,6,5/31/2014,5479,592,1,0,0,0
32,6,5/31/2014,2819,320,1,0,0,0
33,6,5/31/2014,9143,928,1,0,0,0
34,6,5/31/2014,8759,1021,1,0,0,0
35,6,5/31/2014,8187,643,1,0,0,0
36,6,5/31/2014,9878,1092,1,0,0,0
37,6,5/31/2014,7435,897,1,0,0,0
38,6,5/31/2014,6306,609,1,0,0,0
39,6,5/31/2014,3598,478,1,0,0,0
40,6,5/31/2014,6146,769,1,0,0,0
41,6,5/31/2014,5877,416,1,0,0,0
42,6,5/31/2014,8901,1074,1,0,0,0
43,6,5/31/2014,4717,427,1,0,0,0
44,6,5/31/2014,3895,465,1,0,0,0
45,6,5/31/2014,5252,442,1,0,0,0
46,6,5/31/2014,4938,627,1,0,0,0
47,6,5/31/2014,5714,823,1,0,0,0
48,6,5/31/2014,2411,265,1,0,0,0
49,6,5/31/2014,7239,531,1,0,0,0
50,6,5/31/2014,3855,356,1,0,0,0
51,6,5/31/2014,6718,523,1,0,0,0
52,6,5/31/2014,5905,435,1,0,0,0
53,6,5/31/2014,3976,420,1,0,0,0
54,6,5/31/2014,9046,832,1,0,0,0
55,6,5/31/2014,2950,376,1,0,0,0
56,6,5/31/2014,7466,524,1,0,0,0
57,6,5/31/2014,10140,907,1,0,0,0
58,6,5/31/2014,6232,530,1,0,0,0
59,6,5/31/2014,2973,291,1,0,0,0
60,6,5/31/2014,5238,444,1,0,0,0
61,6,5/31/2014,4940,646,1,0,0,0
62,6,5/31/2014,3900,399,1,0,0,0
63,6,5/31/2014,7760,743,1,0,0,0
64,6,5/31/2014,10127,846,1,0,0,0
65,6,5/31/2014,4288,364,1,0,0,0
66,6,5/31/2014,6154,531,1,0,0,0
67,6,5/31/2014,6001,614,1,0,0,0
68,6,5/31/2014,9714,1390,1,0,0,0
69,6,5/31/2014,8494,1065,1,0,0,0
70,6,5/31/2014,6679,633,1,0,0,0
71,6,5/31/2014,8314,722,1,0,0,0
72,6,5/31/2014,2604,286,1,0,0,0
73,6,5/31/2014,2762,288,1,0,0,0
74,6,5/31/2014,5340,755,1,0,0,0
